,title,release_date,genre,platforms,developer,esrb_rating,ESRBs,metascore,userscore,critic_reviews,user_reviews,num_players,summary
2817,Dragon Quest Wars,"Sep 28, 2009","Strategy, Turn-Based, Fantasy, General, Fantasy",DS,Intelligent Systems,E,Mild Cartoon Violence Mild Language,83,5.6,8,18,1-4 Players,"[DSiWare]  DRAGON QUEST WARS is a grid-based strategy game featuring all of your favorite quirky DRAGON QUEST monsters. Choose from several modes and get ready for battle. While the rules are simple, strategy is the key to victory. The game features single-player and DS Wireless Play, as well as battles with foes worldwide via Nintendo® Wi-Fi Connection. (Broadband Internet access is required for online play.) [Square Enix]"
2818,VVVVVV,"Dec 29, 2011","Action, Platformer, Platformer, 2D, 2D, , Metroidvania",3DS,Terry Cavanagh,E,Fantasy Violence,83,7.9,19,86,1 Player,"There's something terrible wrong in an alternate dimension! Help Captain Viridian flip to find five crew members, 20 hard-to-reach Trinkets and save a dimension on the brink of destruction. It's a space opera in the most unique scale with a style that only VVVVVV can bring to you. Instead of jumping, control the direction of gravity by inverting your gravity and allowing Captain Viridian to flip between the floors and ceilings of the environment.

For adventurers who save the dimension, there's still hours and hours of new gameplay with all-new Player Levels. Test your mettle and see if you have what it takes to beat a collection of levels created by other famous game developers.

Inspired by classic 8-bit days gone-by and now with experience-heightening 3D, VVVVVV will challenge even the most battle-hardened old-school gamers."
2819,Katana ZERO,"Apr 17, 2019","Action, Platformer, 2D",Switch,Askiisoft,M,,83,8.6,37,228,1 Player,"Katana ZERO is a stylish neo-noir, action-platformer featuring breakneck action and instant-death combat. Slash, dash, and manipulate time to unravel your past in a beautifully brutal acrobatic display. "
2820,GTR Evolution,"Sep  1, 2008","Driving, Racing, Simulation, GT / Street, GT / Street, Automobile",PC,SimBin,E,,83,7.8,19,70,1 Player,"In addition to many other tracks, players of GTR Evolution will drive the modern version of the monumental track of Nürburgring Nordschleife along with the Nürburgring GP layout. Dubbed ""The Green Hell"" by racing legend Jackie Stewart, the track is revered and feared as the most difficult and treacherous track ever built. GTR Evolution for PC comes with 22 GT car models in 3 different classes plus a selection of exclusive production cars. Further to this SimBin adds WTCC Extreme, tuned concept cars based on the FIA WTCC cars. [SimBin]"
2821,Marvel: Ultimate Alliance,"Oct 24, 2006","Role-Playing, Action RPG",Xbox,Raven Software,T,Mild Language Violence,83,5.9,26,10,"1-4 Players, 4 Players Online","Marvel: Ultimate Alliance is an action/RPG that features the largest roster of comic book characters ever seen in a video game. Players assume the roles of more than 20 Marvel Super Heroes including Spider-Man, Wolverine, Blade and Captain America, and through their actions determine the fate of both planet Earth and the Marvel universe - revealed in one of multiple epilogues. Marvel: Ultimate Alliance offers total team customization, where players create their own team name, icon and vehicle, as well as establish their team reputation as they play throughout the story."
2822,Killer Queen Black,"Oct 11, 2019","Action, Action Adventure, General, Arcade",Switch,Liquid Bit,E10+,,83,8.1,19,55,Up to 8 Players,"Fly solo, or team up with three of your friends as you race to complete one of three possible victory conditions. Killer Queen Black, a new take on the arcade eSport Killer Queen, has been rebuilt from the ground up and optimized for console. The gameplay is immediately recognizable and familiar, yet it introduces exciting new twists and online play for the home audience. Killer Queen Black is the follow up to Killer Queen that fans have been begging for. "
2823,Life is Strange: Episode 5 - Polarized,"Oct 20, 2015","Action Adventure, General",PC,DONTNOD Entertainment,M,,83,8.3,8,346,1 Player,"In Episode 5: Polarized Max learns that time is impossible to control as she moves inexorably towards the most agonizing decision of her life. Arcadia Bay, meanwhile, is preparing to weather a huge storm as Life is Strange comes to a gripping and gut wrenching conclusion."
2824,Battlefield 3: Back to Karkand,"Dec  6, 2011","Action, Shooter, Shooter, First-Person, Modern, Tactical, Modern, Arcade",PlayStation 3,EA DICE,M,,83,7.5,8,80,1 Player,"Battlefield 3: Back to Karkand is a massive themed expansion pack featuring four of the most loved maps from Battlefield 2, boldly reimagined for Battlefield 3 with the power and destruction of the Frostbite 2 engine. It also gives you classic weapons and vehicles from Battlefield 2, unique dog tags, and all-new Assignments."
2825,Bully: Scholarship Edition,"Mar  4, 2008","Action Adventure, Modern, Modern, Open-World",Wii,Rockstar Toronto,T,Animated Blood Crude Humor Language Sexual Themes Use of Alcohol and Tobacco Violence,83,8.2,34,70,1 Player,"Both the Wii and Xbox 360 versions retain the wit and deep gameplay of the previously released PS2 title ""Bully"" and boasts additional new content. Bully: Scholarship Edition takes place in the fictional New England boarding school of Bullworth Academy and tells the story of 15-year-old Jimmy Hopkins as he experiences the highs and lows of adjusting to a new school. Capturing the hilarity and awkwardness of adolescence perfectly, Bully: Scholarship Edition pulls the player into its cinematic and engrossing world. [Rockstar Games]"
2826,Pokemon Legends: Arceus,"Jan 28, 2022","Role-Playing, Trainer",Switch,Game Freak,E,,83,8.2,115,3225,1 Player,"A Bold New Direction. The Pokémon Legends: Arceus game honors past Pokémon games' core gameplay while infusing new action and RPG elements. You'll need to catch, survey, and research wild Pokémon in a long-gone era of the Sinnoh region to create and complete the region's first Pokédex. 

-Catch Pokémon-
To catch Pokémon in the Pokémon Legends: Arceus game, you can observe them to learn their behavior, then carefully sneak up, aim your Poké Ball, and let fly!

You can also have your ally Pokémon battle wild Pokémon that you hope to catch. Just throw the Poké Ball holding your ally Pokémon near a wild Pokémon, and you'll seamlessly enter battle and command your Pokémon by choosing from moves it knows.

-An Adventure in the Sinnoh of Days Gone By-
You'll be brought to the Sinnoh region, the setting for the Pokémon Diamond and Pokémon Pearl games. But this story unfolds in a long-gone era, before ideas such as being a Pokémon Trainer or having a Pokémon League even existed.

All around, you'll find Pokémon living wild in harsh environments that make for a Sinnoh unlike the region you may remember from the days of the Pokémon Diamond and Pokémon Pearl games.

The Poké Balls of old were apparently built a little differently from the ones we know so well. They were made mostly of wood, and steam puffed from their tops when Pokémon were caught. 

-Meet Your First Partner Pokémon-
As you start off on your adventure to create the region's first Pokédex, you'll be able to choose Rowlet, Cyndaquil, or Oshawott as a partner.

These three Pokémon arrived with a Pokémon Professor, who encountered them on research excursions to various regions. 

Rowlet
Category: Grass Quill Pokémon
Type: Grass/Flying
Height: 1'
Weight: 3.3 lbs.

Rowlet is a Pokémon from the Alola region. It uses photosynthesis to store up energy during the day, while becoming active at night. Silently it glides, drawing near its targets. Before they even notice it, it begins to pelt them with vicious kicks.

Cyndaquil
Category: Fire Mouse Pokémon 
Type: Fire
Height: 1'8""
Weight: 17.4 lbs.

Cyndaquil is a Pokémon from the Johto region. It is timid and always curls itself up in a ball. When it's surprised, the flames on its back flare up stronger. When it is attacked, it uses its flames to protect itself.

Oshawott
Category: Sea Otter Pokémon
Type: Water
Height: 1'8""
Weight: 13 lbs.

Oshawott is a Pokémon from the Unova region. With the scalchop on its stomach, it blocks opponents' attacks, then retaliates immediately by slashing. Its scalchop can be used to break open hard Berries as well.

Arceus
Holding the key to this tale is the Pokémon known as Arceus. Arceus is said to have shaped all there is in this world. Just how is this mighty Pokémon connected to your journey?

Category: Alpha Pokémon
Type: Normal
Height: 10'6""
Weight: 705.5 lbs."
2827,Def Jam: Fight for NY,"Sep 20, 2004","Action, Fighting, Wrestling",PlayStation 2,Aki Corp.,M,Blood Sexual Themes Strong Language Suggestive Themes Violence,83,8.8,46,140,1-4 Players,"The ultimate hip-hop-fueled fighting video game features more than 70 characters, including more than 35 of the most well-known artists and personalities in hip-hop today, including Busta Rhymes, Carmen Electra, Lil? Kim, Ludacris, Method Man, Redman, Sean Paul, Slick Rick, Snoop Dogg, and many more. Def Jam Vendetta II challenges players to step into the shoes of a ruthless NYC street fighter battling for control of the hip-hop underground. The game features an all-new fighting engine allowing gamers to customize multiple fighting styles as the deep new story mode takes the action well beyond the ring and into the streets. Master each fighting style: street fighting, kickboxing, martial arts, wrestling, and submission fighting. Combine up to three styles to create devastating hybrid-styles, complete with new ""blazin' moves"" to finish off your opponent. Build your own street-ready fighter and outfit him with thousands of pieces of unlockable licensed gear, tattoos, and even bling from the Jeweler to the stars, Jacob the Jeweler. [Electronic Arts]"
2828,Demeo,"May  6, 2021","Strategy, Turn-Based, Tactics",PC,Resolution Games,,,83,7.5,8,13,Online Multiplayer,"RPG fans, unite… in virtual reality. A dark force has taken over the underworld in Resolution Games’ upcoming RPG dungeon crawler, Demeo, and it’s a world you’re not likely to survive alone. 
"
2829,Chicken Police - Paint it RED!,"Nov  5, 2020","Adventure, Visual Novel",Xbox One,The Wild Gentlemen,M,,83,6.3,8,6,1 Player,"Sonny Featherland and Marty MacChicken were once legendary detective partners in Clawville PD. Predatory division, nicknamed as the Chicken Police. But that was a decade ago and time had passed them by... Sonny is a semi-alcoholic wreck of a bird on paid leave, while Marty still hides behind the facade of a star-detective.

On the night of New Year's Eve, a mysterious woman visits Sonny with an errand which goes back to a dark corner of his past. Now, Sonny and Marty are back together again on a case stranger than anything they've ever encountered before!

Chicken Police is an ""Orwellesque Buddycop Noir Adventure"", with a carefully crafted world, a gritty, dark story, and absurd humor. The game mixes elements of story-rich adventures with visual novel style dialogue-heavy storytelling, complete with a complex interrogation system, detective gameplay, and an ever-changing city."
2830,SteamWorld Dig,"Aug 28, 2014","Action, Action Adventure, General, Platformer, 2D,",Wii U,Image & Form,E10+,,83,8.0,13,70,1 Player,"The clock has stopped around the turn of the 19th century, and humankind has prematurely blown itself to bits. The remaining scraps are huddling in caves beneath the surface, and steam-powered robots have taken over the Wild West."
2831,Broforce,"Apr  7, 2014","Platformer, 2D, Action, Platformer, 2D",PC,Free Lives,,,83,8.0,32,328,1 Player,A ridiculously violent platform game about being awesome action heroes from the 80s and 90s while slaying satanic terrorists and aliens while unraveling an evil plot to destroy the planet while dealing with being awesome action heroes from the 80s and 90s.
2832,Disgaea 2: Dark Hero Days,"Sep  8, 2009","Strategy, Turn-Based, Fantasy, Fantasy, Tactics",PSP,Nippon Ichi Software,T,Language Mild Fantasy Violence Mild Suggestive Themes,83,8.2,33,50,1 Player,"Get a dose of hyper reality as you can discover what the outside world is like at the very same time as Rozalin! Enjoy the all-new Axel Chapters, as you get a glimpse of what makes a Dark Hero tick. Now you can take the fight to Overlord Zenon wherever you want to go! [NIS America]"
2833,Star Wars: Knights of the Old Republic,"Nov 11, 2021","Role-Playing, General, Western-Style",Switch,Aspyr,T,,83,7.8,26,16,1 Player,"Long before the Galactic Civil War, an epic drama begins.  Engage in this saga set in the Golden Age of the Republic--over 4,000 years before the first Star Wars film, when both Jedi and Sith number in the thousands.  With the Galaxy reeling from a recent conflict with the Dark Lords, the ongoing battle between the Jedi and the Sith rages on.  It's up to guide your customizable and evolving characters through ten different worlds, fast-paced minigames, and locations including a Sith world, the Wookie homeworld, and the Jedi Academy.  Your actions determine the outcome of this colossal galactic war--and your destiny as a Jedi."
2834,Dust: An Elysian Tail,"Aug 15, 2012","Action, Role-Playing, Action RPG, Platformer, Action RPG,",Xbox 360,Humble Hearts,E10+,Fantasy Violence Mild Blood Mild Language,83,8.0,59,165,1 Player,"Immerse yourself in a hand-painted world on a search for your true identity. As the mysterious warrior Dust, you must master the ancient Blade of Ahrah to battle dozens of enemies with an intuitive combat system, take on a variety of quests, discover powerful upgrades throughout the massive, open world, and uncover the story of an ancient civilization on the brink of extinction as you fight to uncover your own past. "
2835,Battlefield: Bad Company,"Jun 23, 2008","Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade",Xbox 360,EA DICE,T,Alcohol Reference Strong Language Violence,83,7.7,70,305,"1 Player, 24 Players Online Up to 24 Players","Built from the ground-up for next-generation consoles using Digital Illusions' Frostbite game engine, Battlefield: Bad Company drops gamers behind enemy lines with a squad of renegade soldiers who risk it all on a personal quest for gold and revenge. Featuring a deep, cinematic single-player experience loaded with adventure and dark humor, the game delivers the series' trademark sandbox gameplay in a universe where nearly everything is destructible. Battlefield: Bad Company also features a full suite of the franchise's trademark multiplayer options with deep gameplay modes designed to take full advantage of the game's massively destructible environments.  [Electronic Arts]"
2836,A Plague Tale: Innocence,"May 14, 2019","Action Adventure, General, Linear",Xbox One,Asobo Studio,M,,83,8.6,22,481,1 Player,"A Plague Tale: Innocence offers an adventure supported by an original scenario, with gameplay that blends action, adventure and stealth phases. Follow our protagonists Amicia and her little brother Hugo, both orphans and on the run from the terrifying Inquisition. Our young heroes will also need to survive against an even greater danger: supernatural swarms of rats that appeared with the great plague infecting across cities and countryside. [Focus Home Interactive]"
2837,Splasher,"Oct 26, 2017","Action, Platformer, 2D",Switch,Splashteam,E,,83,8.2,7,28,1 Player,"Splasher is a 2D platformer with unique arcade/action gameplay. It offers gamers challenges that require agility, speed and fast reflexes, and is set in a crazy cartoon universe.

The Splashers are in great danger! The quiet and peaceful workers from Inkorp are being led to their doom by the greedy Docteur, the paint factory's evil boss. A young hero rises to fight for what's right. Armed with a splatter cannon, he launches an attack in order to save the Splashers and stand up to the dictator. His amazing paint cannon grants him color superpowers."
2838,Spelunky,"Aug 27, 2013","Action, Platformer, Platformer, 2D, 2D",PlayStation 3,"Mossmouth, BlitWorks",T,,83,7.5,8,51,1 Player,"Spelunky is a unique platformer with randomized levels that offer a new and challenging experience each time you play! Journey deep underground and explore fantastic places filled with monsters, traps, and treasure. Fully-destructible environments open up lots of strategies and make it a blast to master the game's many secrets."
2839,NCAA Football 09,"Jul 15, 2008","Sports, Traditional, Team, Football, Sim, Sim",Xbox 360,EA Tiburon,E,,83,7.7,24,26,"1-4 Players, 12 Players Online 2 Players","College football has never before felt more wide open than in NCAA Football 09. Gamers can experience the excitement of making big plays on the field, as they have the ability to directly control and influence the game through the all-new break away animation engine. With huge cut-back lanes, new tackling animations and wider blocking holes, NCAA Football 09 offers a host of offensive opportunities. NCAA Football 09 also brings the atmosphere, pageantry and tradition of college football to life. Through the redesigned stadiums, which reflect even more detail of each school’s individual playing field, to the dynamic sidelines filled with school colors, cheerleaders and mascots, players feel the excitement of college gameday. Players can gain Home Field Advantage as the intensity of the home crowd rises and rattles the composure of opposing teams. All 120 Football Bowl Subdivision schools are represented in the game and players can even customize the in-game atmosphere with their own personal music collection. Off the field, NCAA Football 09 features its most robust Dynasty Mode yet, inviting fans to create and manage a perennial powerhouse program from landing blue-chip recruits to winning championships on the field. For the first time ever, Dynasty goes online with up to 12 competitors to recruit head-to-head, customize schedules and play for up to 60 seasons. [Electronic Arts]"
2840,Star Wars: Battlefront II (2005),"Nov  1, 2005","Action, Shooter, First-Person, Sci-Fi",Xbox,Pandemic Studios,T,Mild Language Violence,83,8.8,40,161,"1-4 Players, 32 Players Online","This sequel to Star Wars Battlefront improves upon its predecessor with a variety of gameplay enhancements, such as upgraded AI, more than 16 new battlegrounds, and greater story emphasis. In addition to the rebel, clone, and droid warriors from the original game, you can play as a Jedi, complete with lightsaber attacks and force powers. Take part in land and space battles from the Star Wars movie series, and pilot a variety of new aircraft, including X-Wings, TIE fighters, and Jedi Starfighters. Star Wars Battlefront also includes online multiplayer modes for battling other gamers. "
2841,Wipeout Fusion,"Jun 17, 2002","Driving, Racing, Futuristic",PlayStation 2,Studio Liverpool,E,Violence,83,8.5,21,51,1-2 Players,"It's WipEout time again, with the fourth instalment of the critically acclaimed series exploding onto PlayStation 2. Once again you must push your reactions and abilities to the limit in order to leave your rivals in the dust. With 45 futuristic race circuits to negotiate, WipEout Fusion will have you corkscrewing, jumping, barrel-rolling and looping like never before. Other enhancements include the addition of the Endurance and Zone modes, superior AI and the option to customise craft handling to match each course. [Sony Europe]"
2842,Independence War 2: Edge of Chaos,"Aug 22, 2001","Simulation, Sci-Fi, Space, Large Spaceship, Large Spaceship, Combat, Civilian",PC,Particle Systems,E,,83,8.2,17,29,1 Player,The Badlands cluster. 100 years after the first Independence War. Your father was killed by the Corporations for a bad debt. And you've spent 15 years rotting in jail for trying to get justice. Now it's time for vengeance. Command four futuristic battlecruisers and a band of revolutionary pirates into an all-consuming battle against impossible odds...because there just isn't enough Space for everyone! [Infogrames]
2843,Myst III: Exile,"May  8, 2001","Adventure, 3D, First-Person, Fantasy, Fantasy",PC,Presto Studios,E,,83,7.8,22,61,1 Player,"The next chapter in this point and click adventure series which begun with ""Myst"" and ""Riven,"" the best selling games of all time on any system, focuses on further exploration and puzzle-solving with the D'ni, a race who write magical books and create links to the ""ages"" described in them."
2844,Final Fantasy Tactics,"Jan 28, 1998","Strategy, Turn-Based, Fantasy",PlayStation,SquareSoft,T,,83,9.0,12,403,1 Player,"Featuring over 20 types of Jobs and 400 Abilities through the Job System, beautifully laid out 3D environments and the Charge Time Battle System, FINAL FANTASY Tactics provides strategy-intensive gameplay that takes a twist on the traditional RPG."
2845,Ace Combat 2,"Jul 31, 1997","Simulation, Flight, Modern Jet",PlayStation,Namco,T,Animated Violence,83,8.6,10,55,1 Player,"We've devised a weapon that's deadlier than a smart bomb. It's called a smart pilot. Now, Ace Combat 2 pits you against a whole squadron of them - 3-D polygonal jet jocks that maneuver like the real deal, turning every scorching sortie and dogfight into a kill-or-be-killed situation. With nearly double the missions of its predecessor, you'll double your chances of taking out the enemy. (Or taking a heat-seeker up the exhaust.)"
2846,Triangle Strategy,"Mar  4, 2022","Strategy, Turn-Based, Tactics",Switch,"Square Enix, Artdink",T,,83,8.2,100,231,1 Player,"Three nations battle for control of the dwindling resources of salt and iron. Command a group of warriors as Serenoa, heir of House Wolffort, in a tangled plot where your decisions make all the difference. Key choices you make will bolster one of three convictionsUtility, Morality, Libertywhich together make up Serenoa's world view and influence how the story will unfold. When faced with truly momentous decisions, multiple characters will weigh in by casting their votes on the Scales of Conviction. In these moments, the allies and decisions you make can determine the fate of whole nations and the continent of Norzelia itself. Control multi-tiered battlefields to strategically secure victory
Finding the best location in turn-based battles can tip the tide of combat in your favor. Position units on higher ground to take control of the battlefield and gain the advantage with increased range. You can also flank enemies on both sides, then strike from behind for a powerful follow-up attack. Elemental chain reactions are also an important part of combat. For example, use fire to melt icy terrain, then use lightning to electrocute it. Push the enemy into the electrified water to see sparks fly!"
2847,Superbrothers: Sword & Sworcery EP,"Apr 16, 2012","Adventure, General, General",PC,Capy Games,,,83,6.4,10,222,1 Player,"Superbrothers: Sword & Sworcery EP is an exploratory action adventure with an emphasis on audiovisual style. Traverse a mythic little realm, use a sword to do battle & evoke sworcery to solve mystical musical mysteries. Co-operate with friends via Twitter, experience a videogame world that is affected by moon phases & help a wandering warrior monk complete her woeful errand."
2848,Spyro Reignited Trilogy,"Nov 13, 2018","Miscellaneous, Compilation",Xbox One,"Activision, Toys for Bob",E10+,,83,7.4,19,168,1 Player,"The original roast master is back. Same sick burns, same smoldering attitude, now all scaled up in stunning HD. Spyro is bringing the heat like never before in the Spyro Reignited Trilogy game collection. Rekindle the fire with the original three games, Spyro the Dragon, Spyro 2: Ripto's Rage! and Spyro: Year of the Dragon. Explore the expansive realms, re-encounter the fiery personalities and relive the adventure in fully remastered glory. Because when there's a realm that needs saving, there's only one dragon to call."
2849,Sid Meier's Civilization IV: Colonization,"Sep 22, 2008","Strategy, Turn-Based, Historic, Historic, 4X",PC,Firaxis Games,E10+,,83,7.1,32,128,1 Player,"In Colonization, players lead one of four European nations on a quest to conquer and rule the New World. Players are challenged to guide their people from the oppressive motherland, discover the New World, and negotiate, trade and fight with both the natives and other nations as they acquire power and fight for freedom and independence. As a complete reimagining of the 1994 classic, Colonization is a total conversion of Civilization IV that combines Civilization's addictive ""just one more turn"" gameplay with all-new graphics and features that add more depth to the franchise. New features include brand-new interface, improved diplomacy options and the included modding tools. Colonization does not require the original Civilization IV product in order to be played. [2K Games]"
2850,Pro Evolution Soccer 2008,"Mar 18, 2008","Sports, Traditional, Team, Soccer, Sim, Sim",Wii,Konami,E,,83,8.0,19,47,"1-2 Players, 2 Players Online","PES 2008 has been redesigned to make incredible use of the motion-sensitive nature of the Wii's control system. The player has more control over the on-screen action than ever before, and in line with such advances, Konami has also unveiled an all-new pack design that conveys the unique in-game visuals and ease of use while maximising its use of cover stars Cristiano Ronaldo and Michael Owen. Crucial to PES 2008 for Wii is an all-new control system that truly elevates the level of control available to the player while retaining the depth and intuitive moves of the series. Making use of the Wii Remote and Nunchuk, the player must also consider the movements of their teammates around them. The Nunchuck is used to move the current player, while the Wii Remote is used to pick out players to send them on runs or to receive passes via simple click and drag system which uses arrows to show the path of the run, and a press of the 'B' button to complete the move. [Konami]"
2851,Steel Division: Normandy 44,"May 23, 2017","Strategy, Real-Time, General, Tactics",PC,Eugen Systems,,,83,7.7,24,65,Online Multiplayer Up to 20 Players,Steel Division: Normandy is a tactical real-time strategy (RTS) game that pits players against AI enemies in a single-player campaign -- or against several opponents in massive 10-on-10 multiplayer battles.
2852,Hearts of Iron IV,"Jun  6, 2016","Historic, Strategy, Real-Time, General",PC,Paradox Development Studio,,,83,7.6,37,815,1 Player,"Hearts of Iron IV challenges players to face the brutal conflict of World War II in a multifaceted grand strategy game, where history can be fully relived or rewritten from the perspective of a global superpower attempting to change the world, or a small nation simply trying to survive."
2853,Nintendogs: Dachshund & Friends,"Aug 22, 2005","Simulation, Miscellaneous, Virtual Life, Virtual Life, Virtual, Pet",DS,Nintendo,E,Comic Mischief,83,7.9,53,64,1 Player,"Players care for and train their puppy by petting it, walking it and buying it supplies to play with. As a puppy competes in obedience and agility trials, owners can win money to purchase other puppy breeds. The pups will vary in gender, coloration and personality. Players purchase one of several breeds available at the beginning, then start spending time with their pup. They throw flying discs and balls to improve the pup’s agility, bathe it when it gets dirty and use their own personal voice commands to train the dog to do tricks. If players train it well enough, they will excel in obedience and agility trials and disc competitions, which will earn money that they can use to buy other supplies and puppy breeds. When players earn enough cash, they can buy even more puppies to live with their original pup. Players can socialize their pups by walking them around the town, where they will meet neighborhood dogs, and maybe even find new toys. Trips to the park and gym offer valuable training time to prepare for agility trials and disc competitions. Over time, the pup's stamina will increase so players can explore farther and farther. Players also can interact wirelessly with their friends' Nintendogs – they can set their DS to bark whenever another puppy is within wireless range. [Nintendo]"
2854,Tales From Off-Peak City Vol. 1,"May 15, 2020","Adventure, General, 3D, First-Person",PC,Cosmo D Studios,,,83,8.3,7,10,1 Player,"On the corner of July Avenue and Yam Street, all is not what it seems. What role will you play in a city's fate?
"
2855,Dynasty Warriors 8: Xtreme Legends - Definitive Edition,"Dec 27, 2018","Action, Beat-'Em-Up, 3D",Switch,Omega Force,T,,83,8.0,14,21,1 Player,"'Dynasty Warriors 8: Xtreme Legends' introduces entirely new levels of fun to the refreshing gameplay vanquishing swarms of enemies with mighty warriors found in 'Dynasty Warrors 8.' In story mode, where you can immerse yourself in the vivid tales of the Romance of the Three Kingdoms, it is now possible to play as the mighty warrior 'Lu Bu,' and embark on a journey that depicts his way of life. Additionally, many new hypothetical scenarios to existing Romance of the Three Kingdoms battles have been added, as well as new playable characters, weapons types, growth/speedrun elements, and more! What's more, a revamped Ambition Mode and completely new Challenge Mode offer whole new ways to enjoy the 'Dynasty Warriors 8' universe."
2856,Skylanders Swap Force,"Oct 13, 2013","Action, Platformer, Platformer, 3D, 3D",Xbox 360,Vicarious Visions,E10+,,83,5.9,37,47,1 Player,"In Skylanders SWAP Force, Portal Masters embark on an adventure in the mysterious Cloudbreak Islands, where a magical volcano gives the heroes the power to swap halves, turning them into a special team known as the SWAP Force. By reassembling this team, Portal Masters must send back Kaos and his evil plan to Cloudbreak in order to save Skylands."
2857,Dark Souls II: Crown of the Sunken King,"Jul 22, 2014","Role-Playing, Action RPG",PlayStation 3,Namco Bandai Games,T,,83,8.1,18,67,1 Player,"Embark on a journey to reclaim a crown that Drangleic's King Vendrick once owned. This perilous quest will lead you through an entirely different world within the Dark Souls II universe, where stepped pyramids span a vast underground cavern. It is said that one of the ancient crowns lay buried deep within these dark caverns; but surely such a valued item cannot sit unguarded. Explore in search of a crown that holds the strength of lords from times long past."
2858,Europa Universalis III,"Jan 23, 2007","Strategy, General, General",PC,Paradox Development Studio,E,Alcohol and Tobacco Reference Alcohol Reference Mild Violence Tobacco Reference,83,8.4,25,219,"1-32 Players, 32 Players Online","Players can enjoy over 300 years of gameplay by starting at ANY date between 1453 and 1789. Nation building is flexible: decide your own form of government, the structure of your society, trade politics and much more. The great people and personalities of the past are on hand to support you. Take history in your hands and call personalities like Sir Isaac Newton, Wolfgang Amadeus Mozart or René Descartes to your court. A lush topographic map in full 3D allows for a rich and complete world view, and contains more than 1700 provinces and sea zones. Lead any one of more than 250 countries that originally existed during the game’s extensive time span. Have more than a thousand historical leaders and over 4000 historical Monarchs at your disposal. Manage more than 100 individual unit troops to secure as much power as possible. Co-operative multiplayer mode allows several players to work together to control a single nation. Customize your game: Europa Universalis III gives you the chance to customize and mod practically anything your heart may desire. [Paradox]"
2859,FIFA 19,"Sep 25, 2018","Sports, Team, Soccer, Sim",Xbox One,EA Sports,E,,83,2.5,25,253,Up to 22 Players,"EA Sports FIFA 19 delivers a champion-caliber experience on and off the pitch. Introducing the prestigious UEFA Champions League, offering authentic in-match atmospheres, featuring gameplay updates including elevated on-pitch personality and a striking overhaul, and providing new and unrivaled ways to play. Champions Rise in FIFA 19.

Features:

* UEFA Champions League coming to FIFA 19 -- There's no higher level in club football than the UEFA Champions League. Dreams are achieved and legends are made in this historic tournament that showcases the best clubs in the world. FIFA 19 for the PlayStation 4, Xbox One, PC and Nintendo Switch is infused with the UEFA Champions League, thanks to official match presentation, a variety of tournament experiences that includes the Europa League and Super Cup, and an all-new commentary team in Derek Rae and Lee Dixon.

* Brand new modes -- Experience the all-new standalone UEFA Champions League mode to play the famous tournament from the group stage to the final at the The Wanda Metropolitano Stadium in Madrid. Discover deep integration of the massive club competition in both Kick Off and Career Mode. Build your dream squad with live UEFA Champions League and Europa League content updates in FIFA 19 Ultimate Team. No matter where or how you play FIFA 19, you can experience the greatest club football competition in the world."
2860,Rhythm Heaven Megamix,"Jun 15, 2016","Action, Rhythm, Music",3DS,Nintendo,E,,83,8.2,37,79,1 Player,"(Also known as ""Rhythm Paradise Megamix"") Test your rhythm by chopping wood, sticking speeding viruses with forks and playing badminton while flying an airplane, all in time to catchy tunes in this deceptively challenging rhythm game. The accessible controls and catchy music, combined with the new visual feedback system, make this a great entry in the Rhythm Heaven series. Can you match the beat and reach Rhythm Heaven?

FEATURES:

-Features updated rhythm games from the Game Boy Advance, Wii and Nintendo DS Rhythm Heaven games.
-A combo of new rhythm games, fan-favorites, and U.S. debuts make this the ultimate Rhythm Heaven game
    Rhythm Heaven Megamix includes more than 70 rhythm games, the most in the series.
-Some Rhythm Heaven rhythm games found only in Japan make their North American debut with new music.
-Soundtrack created with help from legendary Japanese music producer, Tsunku♂.
-Encounter others with the StreetPass feature for a chance to match their punching robot's skills in a 1-on-1 battle.
-Play with up to four players simultaneously and take on special multiplayer rhythm games to earn Flow Balls (additional systems and games required for multiplayer mode; sold separately).
-Purchase additional rhythm games by spending Flow Balls."
2861,Duskers,"May 18, 2016","Strategy, General",PC,Misfits Attic,,,83,6.6,10,20,1 Player,Pilot drones into derelict spaceships to find the means to survive and piece together how the universe became a giant graveyard.
2862,F1 2011,"Sep 19, 2011","Driving, Racing, Simulation, Formula One, Formula One, Automobile",PC,Codemasters,E,,83,7.2,10,97,1 Player,"In F1 2011 players will be challenged to ‘Be the driver, live the life, go compete,’ with wide-ranging technical and gameplay advancements on and off track and vastly extended competitive and co-operative multiplayer components.  F1 2011 will feature all of the official teams, drivers and circuits from the highly anticipated 2011 FIA FORMULA ONE WORLD CHAMPIONSHIP, including the current FIA FORMULA ONE Drivers’ World Champion Sebastian Vettel.  The 2011 season also sees the debut of the 2011 FORMULA 1 GRAND PRIX OF INDIA at Delhi’s Jaypee International Race Circuit and the return of the iconic Nürburgring to the calendar. "
